Code,Libellé,Nb total de séjours/séances,Nb de séjourshors GHM en J ou T et séances,DMS (en nuitée)hors GHM en J ou Tet séances,Nb de séjoursGHM en J ou T hors séances,Nb de nuitéesen GHM J ou T,Nb de séances
M2442,Luxation et subluxation articulaires récidivantes - Articulation du coude,54,30,"5,20",24,1 à 10,0
M2444,Luxation et subluxation articulaires récidivantes - Articulations de la main,27,1 à 10,NA,21,1 à 10,0
M2445,Luxation et subluxation articulaires récidivantes - Articulations de la hanche et sacro-iliaque,179,118,"8,01",61,41,0
M2446,Luxation et subluxation articulaires récidivantes - Articulation du genou,48,37,"2,84",11,1 à 10,0
M2447,Luxation et subluxation articulaires récidivantes - Articulations de la cheville et du pied,59,41,"2,34",18,1 à 10,0
M2448,Luxation et subluxation articulaires récidivantes - Autres articulations,11,0,"",11,1 à 10,0
M245,Raideur articulaire par contracture,65,13,"2,77",52,1 à 10,0
M2450,Raideur articulaire par contracture - Sièges multiples,287,1 à 10,NA,281,1 à 10,0
M2451,"Raideur articulaire par contracture - Articulations acromio-claviculaire, scapulo-humérale, et sterno-claviculaire",78,1 à 10,NA,69,0,0
M2452,Raideur articulaire par contracture - Articulation du coude,54,32,"3,72",22,0,0
M2453,Raideur articulaire par contracture - Articulation du poignet,12,1 à 10,NA,1 à 10,0,0
M2454,Raideur articulaire par contracture - Articulations de la main,159,36,"2,64",123,0,0
M2455,Raideur articulaire par contracture - Articulations de la hanche et sacro-iliaque,16,11,"3,55",1 à 10,0,0
M2456,Raideur articulaire par contracture - Articulation du genou,191,101,"3,73",90,16,0
M2457,Raideur articulaire par contracture - Articulations de la cheville et du pied,37,12,"3,08",25,1 à 10,0
M2462,Ankylose articulaire - Articulation du coude,23,1 à 10,NA,16,0,0
M2464,Ankylose articulaire - Articulations de la main,26,1 à 10,NA,23,0,0
M2465,Ankylose articulaire - Articulations de la hanche et sacro-iliaque,21,17,"5,53",1 à 10,0,0
M2466,Ankylose articulaire - Articulation du genou,47,31,"5,45",16,0,0
M2467,Ankylose articulaire - Articulations de la cheville et du pied,12,1 à 10,NA,1 à 10,0,0
M2468,Ankylose articulaire - Autres articulations,19,16,"2,75",1 à 10,0,0
M2475,Protrusion acétabulaire - Articulations de la hanche et sacro-iliaque,59,43,"2,77",16,0,0
M248,"Autres lésion articulaires spécifiques, non classées ailleurs",14,1 à 10,NA,13,1 à 10,0
M2481,"Autres lésions articulaires spécifiques, non classées ailleurs - Articulations acromio-claviculaire, scapulo-humérale, et sterno-claviculaire",11,1 à 10,NA,1 à 10,0,0
M2483,"Autres lésions articulaires spécifiques, non classées ailleurs - Articulation du poignet",23,1 à 10,NA,16,0,0
M2484,"Autres lésions articulaires spécifiques, non classées ailleurs - Articulations de la main",15,1 à 10,NA,13,0,0
M2485,"Autres lésions articulaires spécifiques, non classées ailleurs - Articulations de la hanche et sacro-iliaque",101,84,"2,50",17,1 à 10,0
M2486,"Autres lésions articulaires spécifiques, non classées ailleurs - Articulation du genou",43,20,"5,55",23,1 à 10,0
M2487,"Autres lésions articulaires spécifiques, non classées ailleurs - Articulations de la cheville et du pied",29,1 à 10,NA,19,0,0
"",Total,5 466,2 183,"",3 283,"",0
