"Code","Libellé","Nb total de séjours/séances","Nb de séjourshors GHM en J ou T et séances","DMS (en nuitée)hors GHM en J ou Tet séances","Nb de séjoursGHM en J ou T hors séances","Nb de nuitéesen GHM J ou T","Nb de séances"
"F0134","Démence vasculaire mixte, corticale et souscorticale, avec d'autres symptômes, mixtes","39","22","15,14","17","1 à 10","0"
"F01340","Démence vasculaire mixte, corticale et souscorticale, légère, avec d'autres symptômes, mixtes","37","1 à 10","NA","32","1 à 10","0"
"F01341","Démence vasculaire mixte, corticale et souscorticale, moyenne, avec d'autres symptômes, mixtes","124","55","20,75","69","0","0"
"F01342","Démence vasculaire mixte, corticale et souscorticale, sévère, avec d'autres symptômes, mixtes","196","126","16,02","70","1 à 10","0"
"F018","Autres formes de démence vasculaire","147","62","15,65","85","13","0"
"F0180","Autres formes de démence vasculaire, sans symptôme supplémentaire","75","22","13,09","53","0","0"
"F01800","Autres formes de démence vasculaire légère, sans symptôme supplémentaire","128","13","11,15","115","1 à 10","0"
"F01801","Autres formes de démence vasculaire moyenne, sans symptôme supplémentaire","163","44","17,07","119","0","0"
"F01802","Autres formes de démence vasculaire sévère, sans symptôme supplémentaire","89","54","15,85","35","0","0"
"F01811","Autres formes de démence vasculaire moyenne, avec symptômes essentiellement délirants","13","1 à 10","NA","1 à 10","1 à 10","0"
"F01812","Autres formes de démence vasculaire sévère, avec symptômes essentiellement délirants","23","21","20,90","1 à 10","0","0"
"F0182","Autres formes de démence vasculaire, avec symptômes essentiellement hallucinatoires","11","1 à 10","NA","1 à 10","0","0"
"F01822","Autres formes de démence vasculaire sévère, avec symptômes essentiellement hallucinatoires","17","14","19,50","1 à 10","1 à 10","0"
"F01830","Autres formes de démence vasculaire légère, avec symptômes essentiellement dépressifs","20","1 à 10","NA","19","0","0"
"F01831","Autres formes de démence vasculaire moyenne, avec symptômes essentiellement dépressifs","34","1 à 10","NA","27","0","0"
"F01832","Autres formes de démence vasculaire sévère, avec symptômes essentiellement dépressifs","16","1 à 10","NA","1 à 10","0","0"
"F0184","Autres formes de démence vasculaire, avec symptômes mixtes","30","16","22,88","14","1 à 10","0"
"F01840","Autres formes de démence vasculaire légère, avec symptômes mixtes","16","1 à 10","NA","11","0","0"
"F01841","Autres formes de démence vasculaire moyenne, avec symptômes mixtes","41","14","15,07","27","0","0"
"F01842","Autres formes de démence vasculaire sévère, avec symptômes mixtes","64","41","15,37","23","1 à 10","0"
"F019","Démence vasculaire, sans précision","858","301","16,10","557","39","0"
"F0190","Démence vasculaire, sans précision, sans symptôme supplémentaire","199","68","13,91","131","1 à 10","0"
"F01900","Démence vasculaire légère, sans précision, sans symptôme supplémentaire","398","37","10,41","361","1 à 10","0"
"F01901","Démence vasculaire moyenne, sans précision, sans symptôme supplémentaire","411","117","16,27","294","1 à 10","0"
"F01902","Démence vasculaire sévère, sans précision, sans symptôme supplémentaire","314","147","16,94","167","1 à 10","0"
"F0191","Démence vasculaire, sans précision, avec symptômes essentiellement délirants","23","16","12,63","1 à 10","1 à 10","0"
"F01911","Démence vasculaire moyenne, sans précision, avec symptômes essentiellement délirants","17","11","20,64","1 à 10","1 à 10","0"
"F01912","Démence vasculaire sévère, sans précision, avec symptômes essentiellement délirants","43","37","24,30","1 à 10","1 à 10","0"
"F0192","Démence vasculaire, sans précision, avec symptômes essentiellement hallucinatoires","22","14","13,79","1 à 10","1 à 10","0"
"F01921","Démence vasculaire moyenne, sans précision, avec symptômes essentiellement hallucinatoires","24","17","14,12","1 à 10","1 à 10","0"
"F01922","Démence vasculaire sévère, sans précision, avec symptômes essentiellement hallucinatoires","33","28","17,64","1 à 10","0","0"
"F0193","Démence vasculaire, sans précision, avec symptômes essentiellement dépressifs","17","1 à 10","NA","1 à 10","0","0"
"F01930","Démence vasculaire légère, sans précision, avec symptômes essentiellement dépressifs","29","1 à 10","NA","26","0","0"
"F01931","Démence vasculaire moyenne, sans précision, avec symptômes essentiellement dépressifs","38","15","11,27","23","0","0"
"F01932","Démence vasculaire sévère, sans précision, avec symptômes essentiellement dépressifs","34","19","18,63","15","1 à 10","0"
"F0194","Démence vasculaire, sans précision, avec symptômes mixtes","40","26","28,77","14","1 à 10","0"
"F01940","Démence vasculaire légère, sans précision, avec symptômes mixtes","45","14","20,00","31","1 à 10","0"
"F01941","Démence vasculaire moyenne, sans précision, avec symptômes mixtes","73","19","11,47","54","1 à 10","0"
"F01942","Démence vasculaire sévère, sans précision, avec symptômes mixtes","88","50","28,54","38","1 à 10","0"
"","Total","9 008","2 888","","6 120","","0"
