"Code","Libellé","Nb total de séjours/séances","Nb de séjourshors GHM en J ou T et séances","DMS (en nuitée)hors GHM en J ou Tet séances","Nb de séjoursGHM en J ou T hors séances","Nb de nuitéesen GHM J ou T","Nb de séances"
"F0090","Démence de la maladie d'Alzheimer, sans précision, sans symptôme supplémentaire","132","41","16,29","91","21","0"
"F00900","Démence légère de la maladie d'Alzheimer, sans précision, sans symptôme supplémentaire","177","24","16,75","153","1 à 10","0"
"F00901","Démence moyenne de la maladie d'Alzheimer, sans précision, sans symptôme supplémentaire","312","65","14,28","247","1 à 10","0"
"F00902","Démence sévère de la maladie d'Alzheimer, sans précision, sans symptôme supplémentaire","416","224","15,29","192","23","0"
"F0091","Démence de la maladie d'Alzheimer, sans précision, avec symptômes essentiellement délirants","25","19","9,21","1 à 10","1 à 10","0"
"F00911","Démence moyenne de la maladie d'Alzheimer, sans précision, avec symptômes essentiellement délirants","18","1 à 10","NA","12","1 à 10","0"
"F00912","Démence sévère de la maladie d'Alzheimer, sans précision, avec symptômes essentiellement délirants","58","45","17,47","13","1 à 10","0"
"F0092","Démence de la maladie d'Alzheimer, sans précision, avec symptômes essentiellement hallucinatoires","30","23","16,30","1 à 10","1 à 10","0"
"F00922","Démence sévère de la maladie d'Alzheimer, sans précision, avec symptômes essentiellement hallucinatoires","31","18","18,28","13","1 à 10","0"
"F0093","Démence de la maladie d'Alzheimer, sans précision, avec symptômes essentiellement dépressifs","16","1 à 10","NA","1 à 10","1 à 10","0"
"F00931","Démence moyenne de la maladie d'Alzheimer, sans précision, avec symptômes essentiellement dépressifs","16","1 à 10","NA","1 à 10","0","0"
"F00932","Démence sévère de la maladie d'Alzheimer, sans précision, avec symptômes essentiellement dépressifs","36","22","11,18","14","1 à 10","0"
"F0094","Démence de la maladie d'Alzheimer, sans précision, avec symptômes mixtes","70","38","16,79","32","1 à 10","0"
"F00940","Démence légère de la maladie d'Alzheimer, sans précision, avec symptômes mixtes","39","1 à 10","NA","31","1 à 10","0"
"F00941","Démence moyenne de la maladie d'Alzheimer, sans précision, avec symptômes mixtes","99","40","16,15","59","1 à 10","0"
"F00942","Démence sévère de la maladie d'Alzheimer, sans précision, avec symptômes mixtes","228","143","14,87","85","31","0"
"","Total","10 611","3 802","","6 809","","0"
